metric,value,step
epoch_loss,6.345386028289795,0.0
epoch_loss,0.03763457387685776,1.0
epoch_loss,0.03043106198310852,2.0
epoch_loss,0.030395669862627983,3.0
epoch_loss,0.03039504587650299,4.0
epoch_loss,0.030394122004508972,5.0
epoch_loss,0.030394164845347404,6.0
epoch_loss,0.0303921140730381,7.0
epoch_loss,0.03039209544658661,8.0
epoch_loss,0.030391858890652657,9.0
epoch_loss,0.030390983447432518,10.0
epoch_loss,0.030392125248908997,11.0
epoch_loss,0.030391033738851547,12.0
epoch_loss,0.030390311032533646,13.0
epoch_loss,0.03038892149925232,14.0
epoch_loss,0.03038962371647358,15.0
epoch_loss,0.030388344079256058,16.0
epoch_loss,0.03038898855447769,17.0
epoch_loss,0.030389267951250076,18.0
epoch_loss,0.030388986691832542,19.0
epoch_loss,0.030388284474611282,20.0
epoch_loss,0.030388280749320984,21.0
epoch_loss,0.0303883645683527,22.0
epoch_loss,0.030388519167900085,23.0
epoch_loss,0.03038804978132248,24.0
epoch_loss,0.03038741834461689,25.0
epoch_loss,0.03038792870938778,26.0
epoch_loss,0.030388422310352325,27.0
epoch_loss,0.030386794358491898,28.0
epoch_loss,0.030386686325073242,29.0
epoch_loss,0.03038693219423294,30.0
epoch_loss,0.03038615919649601,31.0
epoch_loss,0.03038776107132435,32.0
epoch_loss,0.03038759157061577,33.0
epoch_loss,0.030385781079530716,34.0
epoch_loss,0.03038579598069191,35.0
epoch_loss,0.030386941507458687,36.0
epoch_loss,0.030386069789528847,37.0
epoch_loss,0.03038686327636242,38.0
epoch_loss,0.030386680737137794,39.0
epoch_loss,0.030385704711079597,40.0
epoch_loss,0.030386382713913918,41.0
epoch_loss,0.030386673286557198,42.0
epoch_loss,0.030387895181775093,43.0
epoch_loss,0.030386634171009064,44.0
epoch_loss,0.030387144535779953,45.0
epoch_loss,0.030386336147785187,46.0
epoch_loss,0.030385972931981087,47.0
epoch_loss,0.03038724698126316,48.0
epoch_loss,0.030385496094822884,49.0
epoch_loss,0.030387315899133682,50.0
epoch_loss,0.03038664534687996,51.0
epoch_loss,0.03038627654314041,52.0
epoch_loss,0.03038615919649601,53.0
epoch_loss,0.030386116355657578,54.0
epoch_loss,0.030384967103600502,55.0
epoch_loss,0.030385641381144524,56.0
epoch_loss,0.03038589097559452,57.0
epoch_loss,0.03038652054965496,58.0
epoch_loss,0.03038579598069191,59.0
epoch_loss,0.030386215075850487,60.0
epoch_loss,0.030386507511138916,61.0
epoch_loss,0.030385306105017662,62.0
epoch_loss,0.030385321006178856,63.0
epoch_loss,0.030385879799723625,64.0
epoch_loss,0.030385565012693405,65.0
epoch_loss,0.030385252088308334,66.0
epoch_loss,0.030385633930563927,67.0
epoch_loss,0.030385760590434074,68.0
epoch_loss,0.030383845791220665,69.0
epoch_loss,0.030386092141270638,70.0
epoch_loss,0.03038480319082737,71.0
epoch_loss,0.030385594815015793,72.0
epoch_loss,0.030384916812181473,73.0
epoch_loss,0.030384616926312447,74.0
epoch_loss,0.030385546386241913,75.0
epoch_loss,0.030386408790946007,76.0
epoch_loss,0.030386369675397873,77.0
epoch_loss,0.030384697020053864,78.0
epoch_loss,0.030385535210371017,79.0
epoch_loss,0.030386902391910553,80.0
epoch_loss,0.030384492129087448,81.0
epoch_loss,0.0303854551166296,82.0
epoch_loss,0.0303855799138546,83.0
epoch_loss,0.030385810881853104,84.0
epoch_loss,0.030385859310626984,85.0
epoch_loss,0.03038584440946579,86.0
epoch_loss,0.03038538619875908,87.0
epoch_loss,0.03038502298295498,88.0
epoch_loss,0.030386174097657204,89.0
epoch_loss,0.030385443940758705,90.0
epoch_loss,0.030385050922632217,91.0
epoch_loss,0.030384551733732224,92.0
epoch_loss,0.030386097729206085,93.0
epoch_loss,0.030384374782443047,94.0
epoch_loss,0.030383853241801262,95.0
epoch_loss,0.030384432524442673,96.0
epoch_loss,0.030384648591279984,97.0
epoch_loss,0.03038543276488781,98.0
epoch_loss,0.030383789911866188,99.0
epoch_loss,0.030384665355086327,100.0
epoch_loss,0.030384302139282227,101.0
epoch_loss,0.030384546145796776,102.0
epoch_loss,0.030383983626961708,103.0
epoch_loss,0.03038567118346691,104.0
epoch_loss,0.030384408310055733,105.0
epoch_loss,0.030385080724954605,106.0
epoch_loss,0.03038427233695984,107.0
epoch_loss,0.03038480319082737,108.0
epoch_loss,0.030384033918380737,109.0
epoch_loss,0.030385605990886688,110.0
epoch_loss,0.030383946374058723,111.0
epoch_loss,0.03038431517779827,112.0
epoch_loss,0.03038455732166767,113.0
epoch_loss,0.03038402833044529,114.0
epoch_loss,0.030384337529540062,115.0
epoch_loss,0.030383946374058723,116.0
epoch_loss,0.030384818091988564,117.0
epoch_loss,0.030385710299015045,118.0
epoch_loss,0.0303837638348341,119.0
epoch_loss,0.03038390539586544,120.0
epoch_loss,0.03038371354341507,121.0
epoch_loss,0.030383605509996414,122.0
epoch_loss,0.03038422018289566,123.0
epoch_loss,0.03038354404270649,124.0
epoch_loss,0.030384119600057602,125.0
epoch_loss,0.03038470260798931,126.0
epoch_loss,0.030383769422769547,127.0
epoch_loss,0.030384428799152374,128.0
epoch_loss,0.030384445562958717,129.0
epoch_loss,0.03038419783115387,130.0
epoch_loss,0.030383514240384102,131.0
epoch_loss,0.030383821576833725,132.0
epoch_loss,0.030384233221411705,133.0
epoch_loss,0.030384134501218796,134.0
epoch_loss,0.030383864417672157,135.0
epoch_loss,0.030384177342057228,136.0
epoch_loss,0.03038429655134678,137.0
epoch_loss,0.030384818091988564,138.0
epoch_loss,0.030384164303541183,139.0
epoch_loss,0.030384676530957222,140.0
epoch_loss,0.030383650213479996,141.0
epoch_loss,0.030384570360183716,142.0
epoch_loss,0.030384117737412453,143.0
epoch_loss,0.03038451261818409,144.0
epoch_loss,0.03038453310728073,145.0
epoch_loss,0.03038441389799118,146.0
epoch_loss,0.030384326353669167,147.0
epoch_loss,0.030383501201868057,148.0
epoch_loss,0.030384257435798645,149.0
epoch_loss,0.030384860932826996,150.0
epoch_loss,0.030383571982383728,151.0
epoch_loss,0.03038324974477291,152.0
epoch_loss,0.030384352430701256,153.0
epoch_loss,0.030383573845028877,154.0
epoch_loss,0.03038390353322029,155.0
epoch_loss,0.030383601784706116,156.0
epoch_loss,0.030383560806512833,157.0
epoch_loss,0.030383463948965073,158.0
epoch_loss,0.030384408310055733,159.0
epoch_loss,0.030384358018636703,160.0
epoch_loss,0.030384190380573273,161.0
epoch_loss,0.030383650213479996,162.0
epoch_loss,0.030384168028831482,163.0
epoch_loss,0.030384249985218048,164.0
epoch_loss,0.030384231358766556,165.0
epoch_loss,0.030383488163352013,166.0
epoch_loss,0.03038395196199417,167.0
epoch_loss,0.030383549630641937,168.0
epoch_loss,0.030383428558707237,169.0
epoch_loss,0.030384553596377373,170.0
epoch_loss,0.030384469777345657,171.0
epoch_loss,0.030384069308638573,172.0
epoch_loss,0.030384453013539314,173.0
